seq,batch,block,subject_position,subject,cell_position,profile,variant,attempt,attempt_id,matched_block_id
454,B,7,2,istio17860,4,L,bad,1,c1v1-measured-istio17860-b07-L-bad-a1,c1v1-istio17860-b07
455,B,7,2,istio17860,4,L,bad,2,c1v1-measured-istio17860-b07-L-bad-a2,c1v1-istio17860-b07
456,B,7,2,istio17860,4,L,bad,3,c1v1-measured-istio17860-b07-L-bad-a3,c1v1-istio17860-b07
457,B,7,3,grpc1859,1,R,ok,1,c1v1-measured-grpc1859-b07-R-ok-a1,c1v1-grpc1859-b07
458,B,7,3,grpc1859,1,R,ok,2,c1v1-measured-grpc1859-b07-R-ok-a2,c1v1-grpc1859-b07
459,B,7,3,grpc1859,1,R,ok,3,c1v1-measured-grpc1859-b07-R-ok-a3,c1v1-grpc1859-b07
460,B,7,3,grpc1859,2,R,bad,1,c1v1-measured-grpc1859-b07-R-bad-a1,c1v1-grpc1859-b07
461,B,7,3,grpc1859,2,R,bad,2,c1v1-measured-grpc1859-b07-R-bad-a2,c1v1-grpc1859-b07
462,B,7,3,grpc1859,2,R,bad,3,c1v1-measured-grpc1859-b07-R-bad-a3,c1v1-grpc1859-b07
463,B,7,3,grpc1859,3,L,bad,1,c1v1-measured-grpc1859-b07-L-bad-a1,c1v1-grpc1859-b07
464,B,7,3,grpc1859,3,L,bad,2,c1v1-measured-grpc1859-b07-L-bad-a2,c1v1-grpc1859-b07
465,B,7,3,grpc1859,3,L,bad,3,c1v1-measured-grpc1859-b07-L-bad-a3,c1v1-grpc1859-b07
466,B,7,3,grpc1859,4,L,ok,1,c1v1-measured-grpc1859-b07-L-ok-a1,c1v1-grpc1859-b07
467,B,7,3,grpc1859,4,L,ok,2,c1v1-measured-grpc1859-b07-L-ok-a2,c1v1-grpc1859-b07
468,B,7,3,grpc1859,4,L,ok,3,c1v1-measured-grpc1859-b07-L-ok-a3,c1v1-grpc1859-b07
469,B,7,4,grpc2391,1,R,ok,1,c1v1-measured-grpc2391-b07-R-ok-a1,c1v1-grpc2391-b07
470,B,7,4,grpc2391,1,R,ok,2,c1v1-measured-grpc2391-b07-R-ok-a2,c1v1-grpc2391-b07
471,B,7,4,grpc2391,1,R,ok,3,c1v1-measured-grpc2391-b07-R-ok-a3,c1v1-grpc2391-b07
472,B,7,4,grpc2391,2,L,bad,1,c1v1-measured-grpc2391-b07-L-bad-a1,c1v1-grpc2391-b07
473,B,7,4,grpc2391,2,L,bad,2,c1v1-measured-grpc2391-b07-L-bad-a2,c1v1-grpc2391-b07
474,B,7,4,grpc2391,2,L,bad,3,c1v1-measured-grpc2391-b07-L-bad-a3,c1v1-grpc2391-b07
475,B,7,4,grpc2391,3,R,bad,1,c1v1-measured-grpc2391-b07-R-bad-a1,c1v1-grpc2391-b07
476,B,7,4,grpc2391,3,R,bad,2,c1v1-measured-grpc2391-b07-R-bad-a2,c1v1-grpc2391-b07
477,B,7,4,grpc2391,3,R,bad,3,c1v1-measured-grpc2391-b07-R-bad-a3,c1v1-grpc2391-b07
478,B,7,4,grpc2391,4,L,ok,1,c1v1-measured-grpc2391-b07-L-ok-a1,c1v1-grpc2391-b07
479,B,7,4,grpc2391,4,L,ok,2,c1v1-measured-grpc2391-b07-L-ok-a2,c1v1-grpc2391-b07
480,B,7,4,grpc2391,4,L,ok,3,c1v1-measured-grpc2391-b07-L-ok-a3,c1v1-grpc2391-b07
481,B,7,5,k8s26980,1,L,ok,1,c1v1-measured-k8s26980-b07-L-ok-a1,c1v1-k8s26980-b07
482,B,7,5,k8s26980,1,L,ok,2,c1v1-measured-k8s26980-b07-L-ok-a2,c1v1-k8s26980-b07
483,B,7,5,k8s26980,1,L,ok,3,c1v1-measured-k8s26980-b07-L-ok-a3,c1v1-k8s26980-b07
484,B,7,5,k8s26980,2,L,bad,1,c1v1-measured-k8s26980-b07-L-bad-a1,c1v1-k8s26980-b07
485,B,7,5,k8s26980,2,L,bad,2,c1v1-measured-k8s26980-b07-L-bad-a2,c1v1-k8s26980-b07
486,B,7,5,k8s26980,2,L,bad,3,c1v1-measured-k8s26980-b07-L-bad-a3,c1v1-k8s26980-b07
487,B,7,5,k8s26980,3,R,bad,1,c1v1-measured-k8s26980-b07-R-bad-a1,c1v1-k8s26980-b07
488,B,7,5,k8s26980,3,R,bad,2,c1v1-measured-k8s26980-b07-R-bad-a2,c1v1-k8s26980-b07
489,B,7,5,k8s26980,3,R,bad,3,c1v1-measured-k8s26980-b07-R-bad-a3,c1v1-k8s26980-b07
490,B,7,5,k8s26980,4,R,ok,1,c1v1-measured-k8s26980-b07-R-ok-a1,c1v1-k8s26980-b07
491,B,7,5,k8s26980,4,R,ok,2,c1v1-measured-k8s26980-b07-R-ok-a2,c1v1-k8s26980-b07
492,B,7,5,k8s26980,4,R,ok,3,c1v1-measured-k8s26980-b07-R-ok-a3,c1v1-k8s26980-b07
493,B,7,6,etcd5509,1,R,ok,1,c1v1-measured-etcd5509-b07-R-ok-a1,c1v1-etcd5509-b07
494,B,7,6,etcd5509,1,R,ok,2,c1v1-measured-etcd5509-b07-R-ok-a2,c1v1-etcd5509-b07
495,B,7,6,etcd5509,1,R,ok,3,c1v1-measured-etcd5509-b07-R-ok-a3,c1v1-etcd5509-b07
496,B,7,6,etcd5509,2,L,ok,1,c1v1-measured-etcd5509-b07-L-ok-a1,c1v1-etcd5509-b07
497,B,7,6,etcd5509,2,L,ok,2,c1v1-measured-etcd5509-b07-L-ok-a2,c1v1-etcd5509-b07
498,B,7,6,etcd5509,2,L,ok,3,c1v1-measured-etcd5509-b07-L-ok-a3,c1v1-etcd5509-b07
499,B,7,6,etcd5509,3,L,bad,1,c1v1-measured-etcd5509-b07-L-bad-a1,c1v1-etcd5509-b07
500,B,7,6,etcd5509,3,L,bad,2,c1v1-measured-etcd5509-b07-L-bad-a2,c1v1-etcd5509-b07
501,B,7,6,etcd5509,3,L,bad,3,c1v1-measured-etcd5509-b07-L-bad-a3,c1v1-etcd5509-b07
502,B,7,6,etcd5509,4,R,bad,1,c1v1-measured-etcd5509-b07-R-bad-a1,c1v1-etcd5509-b07
503,B,7,6,etcd5509,4,R,bad,2,c1v1-measured-etcd5509-b07-R-bad-a2,c1v1-etcd5509-b07
504,B,7,6,etcd5509,4,R,bad,3,c1v1-measured-etcd5509-b07-R-bad-a3,c1v1-etcd5509-b07
505,B,8,1,grpc2391,1,R,ok,1,c1v1-measured-grpc2391-b08-R-ok-a1,c1v1-grpc2391-b08
506,B,8,1,grpc2391,1,R,ok,2,c1v1-measured-grpc2391-b08-R-ok-a2,c1v1-grpc2391-b08
507,B,8,1,grpc2391,1,R,ok,3,c1v1-measured-grpc2391-b08-R-ok-a3,c1v1-grpc2391-b08
508,B,8,1,grpc2391,2,R,bad,1,c1v1-measured-grpc2391-b08-R-bad-a1,c1v1-grpc2391-b08
509,B,8,1,grpc2391,2,R,bad,2,c1v1-measured-grpc2391-b08-R-bad-a2,c1v1-grpc2391-b08
510,B,8,1,grpc2391,2,R,bad,3,c1v1-measured-grpc2391-b08-R-bad-a3,c1v1-grpc2391-b08
511,B,8,1,grpc2391,3,L,ok,1,c1v1-measured-grpc2391-b08-L-ok-a1,c1v1-grpc2391-b08
512,B,8,1,grpc2391,3,L,ok,2,c1v1-measured-grpc2391-b08-L-ok-a2,c1v1-grpc2391-b08
513,B,8,1,grpc2391,3,L,ok,3,c1v1-measured-grpc2391-b08-L-ok-a3,c1v1-grpc2391-b08
514,B,8,1,grpc2391,4,L,bad,1,c1v1-measured-grpc2391-b08-L-bad-a1,c1v1-grpc2391-b08
515,B,8,1,grpc2391,4,L,bad,2,c1v1-measured-grpc2391-b08-L-bad-a2,c1v1-grpc2391-b08
516,B,8,1,grpc2391,4,L,bad,3,c1v1-measured-grpc2391-b08-L-bad-a3,c1v1-grpc2391-b08
517,B,8,2,k8s26980,1,L,bad,1,c1v1-measured-k8s26980-b08-L-bad-a1,c1v1-k8s26980-b08
518,B,8,2,k8s26980,1,L,bad,2,c1v1-measured-k8s26980-b08-L-bad-a2,c1v1-k8s26980-b08
519,B,8,2,k8s26980,1,L,bad,3,c1v1-measured-k8s26980-b08-L-bad-a3,c1v1-k8s26980-b08
520,B,8,2,k8s26980,2,R,ok,1,c1v1-measured-k8s26980-b08-R-ok-a1,c1v1-k8s26980-b08
521,B,8,2,k8s26980,2,R,ok,2,c1v1-measured-k8s26980-b08-R-ok-a2,c1v1-k8s26980-b08
522,B,8,2,k8s26980,2,R,ok,3,c1v1-measured-k8s26980-b08-R-ok-a3,c1v1-k8s26980-b08
523,B,8,2,k8s26980,3,L,ok,1,c1v1-measured-k8s26980-b08-L-ok-a1,c1v1-k8s26980-b08
524,B,8,2,k8s26980,3,L,ok,2,c1v1-measured-k8s26980-b08-L-ok-a2,c1v1-k8s26980-b08
525,B,8,2,k8s26980,3,L,ok,3,c1v1-measured-k8s26980-b08-L-ok-a3,c1v1-k8s26980-b08
526,B,8,2,k8s26980,4,R,bad,1,c1v1-measured-k8s26980-b08-R-bad-a1,c1v1-k8s26980-b08
527,B,8,2,k8s26980,4,R,bad,2,c1v1-measured-k8s26980-b08-R-bad-a2,c1v1-k8s26980-b08
528,B,8,2,k8s26980,4,R,bad,3,c1v1-measured-k8s26980-b08-R-bad-a3,c1v1-k8s26980-b08
529,B,8,3,etcd7492,1,L,ok,1,c1v1-measured-etcd7492-b08-L-ok-a1,c1v1-etcd7492-b08
530,B,8,3,etcd7492,1,L,ok,2,c1v1-measured-etcd7492-b08-L-ok-a2,c1v1-etcd7492-b08
531,B,8,3,etcd7492,1,L,ok,3,c1v1-measured-etcd7492-b08-L-ok-a3,c1v1-etcd7492-b08
532,B,8,3,etcd7492,2,R,ok,1,c1v1-measured-etcd7492-b08-R-ok-a1,c1v1-etcd7492-b08
533,B,8,3,etcd7492,2,R,ok,2,c1v1-measured-etcd7492-b08-R-ok-a2,c1v1-etcd7492-b08
534,B,8,3,etcd7492,2,R,ok,3,c1v1-measured-etcd7492-b08-R-ok-a3,c1v1-etcd7492-b08
535,B,8,3,etcd7492,3,L,bad,1,c1v1-measured-etcd7492-b08-L-bad-a1,c1v1-etcd7492-b08
536,B,8,3,etcd7492,3,L,bad,2,c1v1-measured-etcd7492-b08-L-bad-a2,c1v1-etcd7492-b08
537,B,8,3,etcd7492,3,L,bad,3,c1v1-measured-etcd7492-b08-L-bad-a3,c1v1-etcd7492-b08
538,B,8,3,etcd7492,4,R,bad,1,c1v1-measured-etcd7492-b08-R-bad-a1,c1v1-etcd7492-b08
539,B,8,3,etcd7492,4,R,bad,2,c1v1-measured-etcd7492-b08-R-bad-a2,c1v1-etcd7492-b08
540,B,8,3,etcd7492,4,R,bad,3,c1v1-measured-etcd7492-b08-R-bad-a3,c1v1-etcd7492-b08
541,B,8,4,grpc1859,1,L,bad,1,c1v1-measured-grpc1859-b08-L-bad-a1,c1v1-grpc1859-b08
542,B,8,4,grpc1859,1,L,bad,2,c1v1-measured-grpc1859-b08-L-bad-a2,c1v1-grpc1859-b08
543,B,8,4,grpc1859,1,L,bad,3,c1v1-measured-grpc1859-b08-L-bad-a3,c1v1-grpc1859-b08
544,B,8,4,grpc1859,2,R,ok,1,c1v1-measured-grpc1859-b08-R-ok-a1,c1v1-grpc1859-b08
545,B,8,4,grpc1859,2,R,ok,2,c1v1-measured-grpc1859-b08-R-ok-a2,c1v1-grpc1859-b08
546,B,8,4,grpc1859,2,R,ok,3,c1v1-measured-grpc1859-b08-R-ok-a3,c1v1-grpc1859-b08
547,B,8,4,grpc1859,3,R,bad,1,c1v1-measured-grpc1859-b08-R-bad-a1,c1v1-grpc1859-b08
548,B,8,4,grpc1859,3,R,bad,2,c1v1-measured-grpc1859-b08-R-bad-a2,c1v1-grpc1859-b08
549,B,8,4,grpc1859,3,R,bad,3,c1v1-measured-grpc1859-b08-R-bad-a3,c1v1-grpc1859-b08
550,B,8,4,grpc1859,4,L,ok,1,c1v1-measured-grpc1859-b08-L-ok-a1,c1v1-grpc1859-b08
551,B,8,4,grpc1859,4,L,ok,2,c1v1-measured-grpc1859-b08-L-ok-a2,c1v1-grpc1859-b08
552,B,8,4,grpc1859,4,L,ok,3,c1v1-measured-grpc1859-b08-L-ok-a3,c1v1-grpc1859-b08
553,B,8,5,etcd5509,1,R,bad,1,c1v1-measured-etcd5509-b08-R-bad-a1,c1v1-etcd5509-b08
554,B,8,5,etcd5509,1,R,bad,2,c1v1-measured-etcd5509-b08-R-bad-a2,c1v1-etcd5509-b08
555,B,8,5,etcd5509,1,R,bad,3,c1v1-measured-etcd5509-b08-R-bad-a3,c1v1-etcd5509-b08
556,B,8,5,etcd5509,2,L,bad,1,c1v1-measured-etcd5509-b08-L-bad-a1,c1v1-etcd5509-b08
557,B,8,5,etcd5509,2,L,bad,2,c1v1-measured-etcd5509-b08-L-bad-a2,c1v1-etcd5509-b08
558,B,8,5,etcd5509,2,L,bad,3,c1v1-measured-etcd5509-b08-L-bad-a3,c1v1-etcd5509-b08
559,B,8,5,etcd5509,3,L,ok,1,c1v1-measured-etcd5509-b08-L-ok-a1,c1v1-etcd5509-b08
560,B,8,5,etcd5509,3,L,ok,2,c1v1-measured-etcd5509-b08-L-ok-a2,c1v1-etcd5509-b08
561,B,8,5,etcd5509,3,L,ok,3,c1v1-measured-etcd5509-b08-L-ok-a3,c1v1-etcd5509-b08
562,B,8,5,etcd5509,4,R,ok,1,c1v1-measured-etcd5509-b08-R-ok-a1,c1v1-etcd5509-b08
563,B,8,5,etcd5509,4,R,ok,2,c1v1-measured-etcd5509-b08-R-ok-a2,c1v1-etcd5509-b08
564,B,8,5,etcd5509,4,R,ok,3,c1v1-measured-etcd5509-b08-R-ok-a3,c1v1-etcd5509-b08
565,B,8,6,istio17860,1,L,ok,1,c1v1-measured-istio17860-b08-L-ok-a1,c1v1-istio17860-b08
566,B,8,6,istio17860,1,L,ok,2,c1v1-measured-istio17860-b08-L-ok-a2,c1v1-istio17860-b08
567,B,8,6,istio17860,1,L,ok,3,c1v1-measured-istio17860-b08-L-ok-a3,c1v1-istio17860-b08
568,B,8,6,istio17860,2,L,bad,1,c1v1-measured-istio17860-b08-L-bad-a1,c1v1-istio17860-b08
569,B,8,6,istio17860,2,L,bad,2,c1v1-measured-istio17860-b08-L-bad-a2,c1v1-istio17860-b08
570,B,8,6,istio17860,2,L,bad,3,c1v1-measured-istio17860-b08-L-bad-a3,c1v1-istio17860-b08
571,B,8,6,istio17860,3,R,ok,1,c1v1-measured-istio17860-b08-R-ok-a1,c1v1-istio17860-b08
572,B,8,6,istio17860,3,R,ok,2,c1v1-measured-istio17860-b08-R-ok-a2,c1v1-istio17860-b08
573,B,8,6,istio17860,3,R,ok,3,c1v1-measured-istio17860-b08-R-ok-a3,c1v1-istio17860-b08
574,B,8,6,istio17860,4,R,bad,1,c1v1-measured-istio17860-b08-R-bad-a1,c1v1-istio17860-b08
575,B,8,6,istio17860,4,R,bad,2,c1v1-measured-istio17860-b08-R-bad-a2,c1v1-istio17860-b08
576,B,8,6,istio17860,4,R,bad,3,c1v1-measured-istio17860-b08-R-bad-a3,c1v1-istio17860-b08
577,B,9,1,k8s26980,1,L,bad,1,c1v1-measured-k8s26980-b09-L-bad-a1,c1v1-k8s26980-b09
578,B,9,1,k8s26980,1,L,bad,2,c1v1-measured-k8s26980-b09-L-bad-a2,c1v1-k8s26980-b09
579,B,9,1,k8s26980,1,L,bad,3,c1v1-measured-k8s26980-b09-L-bad-a3,c1v1-k8s26980-b09
580,B,9,1,k8s26980,2,L,ok,1,c1v1-measured-k8s26980-b09-L-ok-a1,c1v1-k8s26980-b09
581,B,9,1,k8s26980,2,L,ok,2,c1v1-measured-k8s26980-b09-L-ok-a2,c1v1-k8s26980-b09
582,B,9,1,k8s26980,2,L,ok,3,c1v1-measured-k8s26980-b09-L-ok-a3,c1v1-k8s26980-b09
583,B,9,1,k8s26980,3,R,ok,1,c1v1-measured-k8s26980-b09-R-ok-a1,c1v1-k8s26980-b09
584,B,9,1,k8s26980,3,R,ok,2,c1v1-measured-k8s26980-b09-R-ok-a2,c1v1-k8s26980-b09
585,B,9,1,k8s26980,3,R,ok,3,c1v1-measured-k8s26980-b09-R-ok-a3,c1v1-k8s26980-b09
586,B,9,1,k8s26980,4,R,bad,1,c1v1-measured-k8s26980-b09-R-bad-a1,c1v1-k8s26980-b09
587,B,9,1,k8s26980,4,R,bad,2,c1v1-measured-k8s26980-b09-R-bad-a2,c1v1-k8s26980-b09
588,B,9,1,k8s26980,4,R,bad,3,c1v1-measured-k8s26980-b09-R-bad-a3,c1v1-k8s26980-b09
589,B,9,2,grpc2391,1,R,bad,1,c1v1-measured-grpc2391-b09-R-bad-a1,c1v1-grpc2391-b09
590,B,9,2,grpc2391,1,R,bad,2,c1v1-measured-grpc2391-b09-R-bad-a2,c1v1-grpc2391-b09
591,B,9,2,grpc2391,1,R,bad,3,c1v1-measured-grpc2391-b09-R-bad-a3,c1v1-grpc2391-b09
592,B,9,2,grpc2391,2,L,ok,1,c1v1-measured-grpc2391-b09-L-ok-a1,c1v1-grpc2391-b09
593,B,9,2,grpc2391,2,L,ok,2,c1v1-measured-grpc2391-b09-L-ok-a2,c1v1-grpc2391-b09
594,B,9,2,grpc2391,2,L,ok,3,c1v1-measured-grpc2391-b09-L-ok-a3,c1v1-grpc2391-b09
595,B,9,2,grpc2391,3,R,ok,1,c1v1-measured-grpc2391-b09-R-ok-a1,c1v1-grpc2391-b09
596,B,9,2,grpc2391,3,R,ok,2,c1v1-measured-grpc2391-b09-R-ok-a2,c1v1-grpc2391-b09
597,B,9,2,grpc2391,3,R,ok,3,c1v1-measured-grpc2391-b09-R-ok-a3,c1v1-grpc2391-b09
598,B,9,2,grpc2391,4,L,bad,1,c1v1-measured-grpc2391-b09-L-bad-a1,c1v1-grpc2391-b09
599,B,9,2,grpc2391,4,L,bad,2,c1v1-measured-grpc2391-b09-L-bad-a2,c1v1-grpc2391-b09
600,B,9,2,grpc2391,4,L,bad,3,c1v1-measured-grpc2391-b09-L-bad-a3,c1v1-grpc2391-b09
601,B,9,3,etcd5509,1,L,bad,1,c1v1-measured-etcd5509-b09-L-bad-a1,c1v1-etcd5509-b09
602,B,9,3,etcd5509,1,L,bad,2,c1v1-measured-etcd5509-b09-L-bad-a2,c1v1-etcd5509-b09
603,B,9,3,etcd5509,1,L,bad,3,c1v1-measured-etcd5509-b09-L-bad-a3,c1v1-etcd5509-b09
604,B,9,3,etcd5509,2,L,ok,1,c1v1-measured-etcd5509-b09-L-ok-a1,c1v1-etcd5509-b09
605,B,9,3,etcd5509,2,L,ok,2,c1v1-measured-etcd5509-b09-L-ok-a2,c1v1-etcd5509-b09
606,B,9,3,etcd5509,2,L,ok,3,c1v1-measured-etcd5509-b09-L-ok-a3,c1v1-etcd5509-b09
607,B,9,3,etcd5509,3,R,bad,1,c1v1-measured-etcd5509-b09-R-bad-a1,c1v1-etcd5509-b09
608,B,9,3,etcd5509,3,R,bad,2,c1v1-measured-etcd5509-b09-R-bad-a2,c1v1-etcd5509-b09
609,B,9,3,etcd5509,3,R,bad,3,c1v1-measured-etcd5509-b09-R-bad-a3,c1v1-etcd5509-b09
610,B,9,3,etcd5509,4,R,ok,1,c1v1-measured-etcd5509-b09-R-ok-a1,c1v1-etcd5509-b09
611,B,9,3,etcd5509,4,R,ok,2,c1v1-measured-etcd5509-b09-R-ok-a2,c1v1-etcd5509-b09
612,B,9,3,etcd5509,4,R,ok,3,c1v1-measured-etcd5509-b09-R-ok-a3,c1v1-etcd5509-b09
613,B,9,4,grpc1859,1,L,bad,1,c1v1-measured-grpc1859-b09-L-bad-a1,c1v1-grpc1859-b09
614,B,9,4,grpc1859,1,L,bad,2,c1v1-measured-grpc1859-b09-L-bad-a2,c1v1-grpc1859-b09
615,B,9,4,grpc1859,1,L,bad,3,c1v1-measured-grpc1859-b09-L-bad-a3,c1v1-grpc1859-b09
616,B,9,4,grpc1859,2,R,bad,1,c1v1-measured-grpc1859-b09-R-bad-a1,c1v1-grpc1859-b09
617,B,9,4,grpc1859,2,R,bad,2,c1v1-measured-grpc1859-b09-R-bad-a2,c1v1-grpc1859-b09
618,B,9,4,grpc1859,2,R,bad,3,c1v1-measured-grpc1859-b09-R-bad-a3,c1v1-grpc1859-b09
619,B,9,4,grpc1859,3,L,ok,1,c1v1-measured-grpc1859-b09-L-ok-a1,c1v1-grpc1859-b09
620,B,9,4,grpc1859,3,L,ok,2,c1v1-measured-grpc1859-b09-L-ok-a2,c1v1-grpc1859-b09
621,B,9,4,grpc1859,3,L,ok,3,c1v1-measured-grpc1859-b09-L-ok-a3,c1v1-grpc1859-b09
622,B,9,4,grpc1859,4,R,ok,1,c1v1-measured-grpc1859-b09-R-ok-a1,c1v1-grpc1859-b09
623,B,9,4,grpc1859,4,R,ok,2,c1v1-measured-grpc1859-b09-R-ok-a2,c1v1-grpc1859-b09
624,B,9,4,grpc1859,4,R,ok,3,c1v1-measured-grpc1859-b09-R-ok-a3,c1v1-grpc1859-b09
625,B,9,5,istio17860,1,R,ok,1,c1v1-measured-istio17860-b09-R-ok-a1,c1v1-istio17860-b09
626,B,9,5,istio17860,1,R,ok,2,c1v1-measured-istio17860-b09-R-ok-a2,c1v1-istio17860-b09
627,B,9,5,istio17860,1,R,ok,3,c1v1-measured-istio17860-b09-R-ok-a3,c1v1-istio17860-b09
628,B,9,5,istio17860,2,L,ok,1,c1v1-measured-istio17860-b09-L-ok-a1,c1v1-istio17860-b09
629,B,9,5,istio17860,2,L,ok,2,c1v1-measured-istio17860-b09-L-ok-a2,c1v1-istio17860-b09
630,B,9,5,istio17860,2,L,ok,3,c1v1-measured-istio17860-b09-L-ok-a3,c1v1-istio17860-b09
631,B,9,5,istio17860,3,L,bad,1,c1v1-measured-istio17860-b09-L-bad-a1,c1v1-istio17860-b09
632,B,9,5,istio17860,3,L,bad,2,c1v1-measured-istio17860-b09-L-bad-a2,c1v1-istio17860-b09
633,B,9,5,istio17860,3,L,bad,3,c1v1-measured-istio17860-b09-L-bad-a3,c1v1-istio17860-b09
634,B,9,5,istio17860,4,R,bad,1,c1v1-measured-istio17860-b09-R-bad-a1,c1v1-istio17860-b09
635,B,9,5,istio17860,4,R,bad,2,c1v1-measured-istio17860-b09-R-bad-a2,c1v1-istio17860-b09
636,B,9,5,istio17860,4,R,bad,3,c1v1-measured-istio17860-b09-R-bad-a3,c1v1-istio17860-b09
637,B,9,6,etcd7492,1,R,bad,1,c1v1-measured-etcd7492-b09-R-bad-a1,c1v1-etcd7492-b09
638,B,9,6,etcd7492,1,R,bad,2,c1v1-measured-etcd7492-b09-R-bad-a2,c1v1-etcd7492-b09
639,B,9,6,etcd7492,1,R,bad,3,c1v1-measured-etcd7492-b09-R-bad-a3,c1v1-etcd7492-b09
640,B,9,6,etcd7492,2,L,ok,1,c1v1-measured-etcd7492-b09-L-ok-a1,c1v1-etcd7492-b09
641,B,9,6,etcd7492,2,L,ok,2,c1v1-measured-etcd7492-b09-L-ok-a2,c1v1-etcd7492-b09
642,B,9,6,etcd7492,2,L,ok,3,c1v1-measured-etcd7492-b09-L-ok-a3,c1v1-etcd7492-b09
643,B,9,6,etcd7492,3,L,bad,1,c1v1-measured-etcd7492-b09-L-bad-a1,c1v1-etcd7492-b09
644,B,9,6,etcd7492,3,L,bad,2,c1v1-measured-etcd7492-b09-L-bad-a2,c1v1-etcd7492-b09
645,B,9,6,etcd7492,3,L,bad,3,c1v1-measured-etcd7492-b09-L-bad-a3,c1v1-etcd7492-b09
646,B,9,6,etcd7492,4,R,ok,1,c1v1-measured-etcd7492-b09-R-ok-a1,c1v1-etcd7492-b09
647,B,9,6,etcd7492,4,R,ok,2,c1v1-measured-etcd7492-b09-R-ok-a2,c1v1-etcd7492-b09
648,B,9,6,etcd7492,4,R,ok,3,c1v1-measured-etcd7492-b09-R-ok-a3,c1v1-etcd7492-b09
649,B,10,1,grpc2391,1,R,ok,1,c1v1-measured-grpc2391-b10-R-ok-a1,c1v1-grpc2391-b10
650,B,10,1,grpc2391,1,R,ok,2,c1v1-measured-grpc2391-b10-R-ok-a2,c1v1-grpc2391-b10
651,B,10,1,grpc2391,1,R,ok,3,c1v1-measured-grpc2391-b10-R-ok-a3,c1v1-grpc2391-b10
652,B,10,1,grpc2391,2,L,ok,1,c1v1-measured-grpc2391-b10-L-ok-a1,c1v1-grpc2391-b10
653,B,10,1,grpc2391,2,L,ok,2,c1v1-measured-grpc2391-b10-L-ok-a2,c1v1-grpc2391-b10
654,B,10,1,grpc2391,2,L,ok,3,c1v1-measured-grpc2391-b10-L-ok-a3,c1v1-grpc2391-b10
655,B,10,1,grpc2391,3,R,bad,1,c1v1-measured-grpc2391-b10-R-bad-a1,c1v1-grpc2391-b10
656,B,10,1,grpc2391,3,R,bad,2,c1v1-measured-grpc2391-b10-R-bad-a2,c1v1-grpc2391-b10
657,B,10,1,grpc2391,3,R,bad,3,c1v1-measured-grpc2391-b10-R-bad-a3,c1v1-grpc2391-b10
658,B,10,1,grpc2391,4,L,bad,1,c1v1-measured-grpc2391-b10-L-bad-a1,c1v1-grpc2391-b10
659,B,10,1,grpc2391,4,L,bad,2,c1v1-measured-grpc2391-b10-L-bad-a2,c1v1-grpc2391-b10
660,B,10,1,grpc2391,4,L,bad,3,c1v1-measured-grpc2391-b10-L-bad-a3,c1v1-grpc2391-b10
661,B,10,2,grpc1859,1,R,bad,1,c1v1-measured-grpc1859-b10-R-bad-a1,c1v1-grpc1859-b10
662,B,10,2,grpc1859,1,R,bad,2,c1v1-measured-grpc1859-b10-R-bad-a2,c1v1-grpc1859-b10
663,B,10,2,grpc1859,1,R,bad,3,c1v1-measured-grpc1859-b10-R-bad-a3,c1v1-grpc1859-b10
664,B,10,2,grpc1859,2,L,ok,1,c1v1-measured-grpc1859-b10-L-ok-a1,c1v1-grpc1859-b10
665,B,10,2,grpc1859,2,L,ok,2,c1v1-measured-grpc1859-b10-L-ok-a2,c1v1-grpc1859-b10
666,B,10,2,grpc1859,2,L,ok,3,c1v1-measured-grpc1859-b10-L-ok-a3,c1v1-grpc1859-b10
667,B,10,2,grpc1859,3,L,bad,1,c1v1-measured-grpc1859-b10-L-bad-a1,c1v1-grpc1859-b10
668,B,10,2,grpc1859,3,L,bad,2,c1v1-measured-grpc1859-b10-L-bad-a2,c1v1-grpc1859-b10
669,B,10,2,grpc1859,3,L,bad,3,c1v1-measured-grpc1859-b10-L-bad-a3,c1v1-grpc1859-b10
670,B,10,2,grpc1859,4,R,ok,1,c1v1-measured-grpc1859-b10-R-ok-a1,c1v1-grpc1859-b10
671,B,10,2,grpc1859,4,R,ok,2,c1v1-measured-grpc1859-b10-R-ok-a2,c1v1-grpc1859-b10
672,B,10,2,grpc1859,4,R,ok,3,c1v1-measured-grpc1859-b10-R-ok-a3,c1v1-grpc1859-b10
673,B,10,3,istio17860,1,R,ok,1,c1v1-measured-istio17860-b10-R-ok-a1,c1v1-istio17860-b10
674,B,10,3,istio17860,1,R,ok,2,c1v1-measured-istio17860-b10-R-ok-a2,c1v1-istio17860-b10
675,B,10,3,istio17860,1,R,ok,3,c1v1-measured-istio17860-b10-R-ok-a3,c1v1-istio17860-b10
676,B,10,3,istio17860,2,L,bad,1,c1v1-measured-istio17860-b10-L-bad-a1,c1v1-istio17860-b10
677,B,10,3,istio17860,2,L,bad,2,c1v1-measured-istio17860-b10-L-bad-a2,c1v1-istio17860-b10
678,B,10,3,istio17860,2,L,bad,3,c1v1-measured-istio17860-b10-L-bad-a3,c1v1-istio17860-b10
679,B,10,3,istio17860,3,R,bad,1,c1v1-measured-istio17860-b10-R-bad-a1,c1v1-istio17860-b10
